player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Byron Pringle,WR,CHI,NA,NA,1.19,18.75,NA,NA,0.11,NA,0.08,NA,NA,NA,3.73,NA,2560844,NFL,13863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shi Smith,WR,CAR,NA,NA,1.32,16.72,NA,NA,0.1,NA,0.17,NA,NA,NA,3.67,NA,2565908,NFL,15298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,NA,1.16,14.73,NA,NA,0.09,NA,2.27,NA,0.01,NA,3.58,NA,2562645,NFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA
Laquon Treadwell,WR,SEA,NA,NA,1.32,16.35,NA,NA,0.1,NA,0.03,NA,NA,NA,3.56,NA,2555214,NFL,12645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sammy Watkins,WR,BAL,NA,NA,1.09,16.59,NA,NA,0.12,NA,0.04,NA,NA,NA,3.47,NA,2543457,NFL,11670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,NE,NA,NA,1.16,15.96,NA,NA,0.09,NA,0.06,NA,NA,NA,3.3,NA,2552600,NFL,12181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trenton Irwin,WR,CIN,NA,NA,1.04,14.68,NA,NA,0.1,NA,0.45,NA,NA,NA,3.15,NA,2562900,NFL,14551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denzel Mims,WR,NYJ,NA,NA,1.02,15.87,NA,NA,0.07,NA,0.04,NA,NA,NA,3.03,NA,2564802,NFL,14846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Rodgers,WR,HOU,NA,NA,1.07,13.55,NA,NA,0.07,NA,0.56,NA,NA,NA,2.9,NA,2566091,NFL,15297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,NA,0.92,12.67,NA,NA,0.08,NA,1.54,NA,NA,NA,2.88,NA,2567805,NFL,15766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,NA,0.99,10.88,NA,NA,0.07,NA,0.46,NA,NA,NA,2.54,NA,2567334,NFL,15761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Dulin,WR,IND,NA,NA,0.89,11.12,NA,NA,0.08,NA,0.21,NA,NA,NA,2.5,NA,2562646,NFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray-Ray McCloud,WR,SF,NA,NA,0.87,11.2,NA,NA,0.04,NA,1.4,NA,0.01,NA,2.49,NA,2560801,NFL,13641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,NA,0.85,9.76,NA,NA,0.06,NA,0.92,NA,0.01,NA,2.34,NA,2567565,NFL,15756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Conley,WR,TEN,NA,NA,0.75,10.93,NA,NA,0.07,NA,0.07,NA,NA,NA,2.27,NA,2552652,NFL,12257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braxton Berrios,WR,NYJ,NA,NA,0.74,9.38,NA,NA,0.03,NA,2.55,NA,0.01,NA,2.23,NA,2560975,NFL,13638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
Tre'Quan Smith,WR,NO,NA,NA,0.76,9,NA,NA,0.09,NA,0.03,NA,NA,NA,2.2,NA,2560878,NFL,13645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Green,WR,ARI,NA,NA,0.85,9.02,NA,NA,0.07,NA,0.05,NA,NA,NA,2.18,NA,2495450,NFL,10261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Carter,WR,LAC,NA,NA,0.76,9.47,NA,NA,0.06,NA,0.9,NA,NA,NA,2.16,NA,2553502,NFL,12394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Taylor,WR,CIN,NA,NA,0.7,9.62,NA,NA,0.05,NA,1.29,NA,NA,NA,2.15,NA,2558202,NFL,13316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,NA,0.65,10.31,NA,NA,0.07,NA,0.28,NA,NA,NA,2.13,NA,2560051,NFL,13776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ced Wilson,WR,MIA,NA,NA,0.74,9.17,NA,NA,0.07,NA,0.11,NA,NA,NA,2.09,NA,2560936,NFL,13652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Pascal,WR,PHI,NA,NA,0.73,8.97,NA,NA,0.06,NA,0.47,NA,NA,NA,2.03,NA,2558877,NFL,13488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N'Keal Harry,WR,CHI,NA,NA,0.6,9.78,NA,NA,0.06,NA,0.03,NA,NA,NA,1.94,NA,2562659,NFL,14101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Freddie Swain,WR,DEN,NA,NA,0.68,7.6,NA,NA,0.07,NA,0.32,NA,NA,NA,1.89,NA,2565195,NFL,14865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danny Gray,WR,SF,NA,NA,0.75,9.09,NA,NA,0.03,NA,0.45,NA,NA,NA,1.88,NA,2568210,NFL,15782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Velus Jones Jr.,WR,CHI,NA,NA,0.46,5.75,NA,NA,0.03,NA,5.46,NA,0.02,0.01,1.86,NA,2567409,NFL,15767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,NA,0.66,7.01,NA,NA,0.04,NA,0.95,NA,0.01,NA,1.82,NA,2569509,NFL,15981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
KhaDarel Hodge,WR,ATL,NA,NA,0.57,9,NA,NA,0.05,NA,0.04,NA,NA,NA,1.77,NA,2561653,NFL,13963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Trammell,WR,LA,NA,NA,0.61,7.67,NA,NA,0.06,NA,0.18,NA,NA,NA,1.76,NA,2566728,NFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Proche,WR,BAL,NA,NA,0.58,7.14,NA,NA,0.05,NA,0.12,NA,NA,NA,1.67,NA,2563572,NFL,14848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
Scott Miller,WR,TB,NA,NA,0.52,7.83,NA,NA,0.04,NA,0.45,NA,NA,NA,1.65,NA,2562865,NFL,14280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
Samori Toure,WR,GB,NA,NA,0.55,7.94,NA,NA,0.04,NA,0.16,NA,NA,NA,1.6,NA,2567628,NFL,15841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Johnson,WR,NYG,NA,NA,0.5,6.68,NA,NA,0.04,NA,0.14,NA,NA,NA,1.42,NA,2556855,NFL,13387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gunner Olszewski,WR,PIT,NA,NA,0.47,5.23,NA,NA,0.04,NA,1.86,NA,NA,NA,1.42,NA,2563329,NFL,14555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Woods,WR,CLE,NA,NA,0.49,6.01,NA,NA,0.04,NA,0.86,NA,NA,NA,1.42,NA,2567481,NFL,15792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keelan Cole,WR,LV,NA,NA,0.5,5.96,NA,NA,0.04,NA,0.13,NA,NA,NA,1.41,NA,2559153,NFL,13412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
Dyami Brown,WR,WAS,NA,NA,0.38,6.47,NA,NA,0.04,NA,0.82,NA,NA,NA,1.35,NA,2566586,NFL,15292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Britain Covey,WR,PHI,NA,NA,0.5,5.08,NA,NA,0.04,NA,0.48,NA,NA,NA,1.3,NA,2568066,NFL,15772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Racey McMath,WR,TEN,NA,NA,0.51,5.84,NA,NA,0.03,NA,0.01,NA,NA,NA,1.28,NA,2566112,NFL,15313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penny Hart,WR,SEA,NA,NA,0.48,5.81,NA,NA,0.03,NA,0.1,NA,NA,NA,1.25,NA,2562804,NFL,14316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Reagor,WR,MIN,NA,NA,0.51,6.32,NA,NA,NA,NA,0.62,NA,NA,NA,1.2,NA,2564850,NFL,14839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Nailor,WR,MIN,NA,NA,0.53,6.13,NA,NA,NA,NA,0.41,NA,NA,NA,1.18,NA,2567925,NFL,15786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stanley Morgan,WR,CIN,NA,NA,0.45,4.4,NA,NA,0.03,NA,0.45,NA,NA,NA,1.12,NA,2562504,NFL,14131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Sims,WR,WAS,NA,NA,0.35,5.83,NA,NA,0.03,NA,0.05,NA,NA,NA,1.12,NA,2561067,NFL,13895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lance McCutcheon,WR,LA,NA,NA,0.39,4.87,NA,NA,0.03,NA,0.17,NA,NA,NA,1.07,NA,2567847,NFL,15993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Bandy,WR,LAC,NA,NA,0.42,4.75,NA,NA,0.02,NA,0.05,NA,NA,NA,1.02,NA,2567175,NFL,15671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montrell Washington,WR,DEN,NA,NA,0.2,3.91,NA,NA,0.02,NA,1.58,NA,0.01,NA,0.99,NA,2567538,NFL,15900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
Cooper Kupp,WR,NA,NA,NA,7.056898352,83.88304595,NA,NA,0.75152253,0.280884577,1.692416325,NA,0.011,NA,NA,NA,2977187,ESPN,13164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Justin Jefferson,WR,NA,NA,NA,6.871455767,95.35007429,NA,NA,0.516443718,0.24050022,1.385802416,NA,0.009468407,NA,NA,NA,4262921,ESPN,14836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175592918,0.107225621,1.131335648,0.006973614,0.007071584
Ja'Marr Chase,WR,NA,NA,NA,5.021930235,75.5487803,NA,NA,0.589879428,0.875052252,5.04759648,NA,0.032759588,NA,NA,NA,4362628,ESPN,15281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Davante Adams,WR,NA,NA,NA,6.655470563,85.52390193,NA,NA,0.595298906,0,0,NA,0,NA,NA,NA,16800,ESPN,11675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Deebo Samuel,WR,NA,NA,NA,3.673371769,55.20272814,NA,NA,0.30770706,5.577462817,35.92790929,NA,0.344776189,NA,NA,NA,3126486,ESPN,14136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Stefon Diggs,WR,NA,NA,NA,6.111520346,76.49823222,NA,NA,0.582865843,0,0,NA,0,NA,NA,NA,2976212,ESPN,12186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
CeeDee Lamb,WR,NA,NA,NA,5.006185736,65.25177047,NA,NA,0.294608928,0.46002671,2.979839525,NA,0.017976456,NA,NA,NA,4241389,ESPN,14832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Tyreek Hill,WR,NA,NA,NA,6.090849236,78.37276207,NA,NA,0.458843232,0.430501075,2.813965254,NA,0.018524599,NA,NA,NA,3116406,ESPN,12801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Tee Higgins,WR,NA,NA,NA,4.82562163,62.83660007,NA,NA,0.460130149,0,0,NA,0,NA,NA,NA,4239993,ESPN,14835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Mike Evans,WR,NA,NA,NA,4.709891786,63.49911105,NA,NA,0.453359544,0,0,NA,0,NA,NA,NA,16737,ESPN,11671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
DJ Moore,WR,NA,NA,NA,4.550237383,69.07713024,NA,NA,0.352450182,0.507682605,3.178635908,NA,0.017544922,NA,NA,NA,3915416,ESPN,13635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
A.J. Brown,WR,NA,NA,NA,5.107141299,74.8118048,NA,NA,0.398422842,0,0,NA,0,NA,NA,NA,4047646,ESPN,14104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Terry McLaurin,WR,NA,NA,NA,4.626530622,67.3219321,NA,NA,0.493474078,0,0,NA,0,NA,NA,NA,3121422,ESPN,14109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Diontae Johnson,WR,NA,NA,NA,5.687444434,65.96578512,NA,NA,0.256679041,0.232950436,1.517278135,NA,0.007750006,NA,NA,NA,3932905,ESPN,14208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Jaylen Waddle,WR,NA,NA,NA,5.558573406,55.13632415,NA,NA,0.286559586,0.430501075,2.552489384,NA,0.025,NA,NA,NA,4372016,ESPN,15284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Mike Williams,WR,NA,NA,NA,4.317934153,67.69517474,NA,NA,0.554065789,0,0,NA,0,NA,NA,NA,3045138,ESPN,13154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Brandin Cooks,WR,NA,NA,NA,5.511655254,66.67484983,NA,NA,0.234248767,0.208115782,1.326362532,NA,0.006801819,NA,NA,NA,16731,ESPN,11674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Marquise Brown,WR,NA,NA,NA,4.903161371,64.59655425,NA,NA,0.398792067,0,0,NA,0,NA,NA,NA,4241372,ESPN,14105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
DK Metcalf,WR,NA,NA,NA,4.826748432,64.83217638,NA,NA,0.284791981,0,0,NA,0,NA,NA,NA,4047650,ESPN,14102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Jerry Jeudy,WR,NA,NA,NA,3.544967056,63.73230799,NA,NA,0.428345655,0.267778461,1.652467591,NA,0.01220516,NA,NA,NA,4241463,ESPN,14833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Courtland Sutton,WR,NA,NA,NA,3.785611131,58.46544881,NA,NA,0.558559435,0,0,NA,0,NA,NA,NA,3128429,ESPN,13630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Amon-Ra St. Brown,WR,NA,NA,NA,5.228301164,54.57793243,NA,NA,0.354523223,0.768827243,4.768394916,NA,0.037127605,NA,NA,NA,4374302,ESPN,15287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Darnell Mooney,WR,NA,NA,NA,4.284382029,58.92845807,NA,NA,0.198458615,0.237852962,1.397446114,NA,0.009728669,NA,NA,NA,4040655,ESPN,14974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Amari Cooper,WR,NA,NA,NA,4.20512209,47.87069332,NA,NA,0.306992756,0,0,NA,0,NA,NA,NA,2976499,ESPN,12175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Michael Thomas,WR,NA,NA,NA,5.245624604,53.50772119,NA,NA,0.281692383,0,0,NA,0,NA,NA,NA,2976316,ESPN,12652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Allen Robinson II,WR,NA,NA,NA,4.03478323,49.15943338,NA,NA,0.456285501,0,0,NA,0,NA,NA,NA,16799,ESPN,11678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Christian Kirk,WR,NA,NA,NA,4.990377613,59.68699922,NA,NA,0.278154028,0,0,NA,0,NA,NA,NA,3895856,ESPN,13633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Hunter Renfrow,WR,NA,NA,NA,4.491597493,47.26841627,NA,NA,0.375116769,0.233332955,1.399543531,NA,0.012154674,NA,NA,NA,3135321,ESPN,14123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
JuJu Smith-Schuster,WR,NA,NA,NA,5.222640967,56.74081183,NA,NA,0.42341084,0,0,NA,0,NA,NA,NA,3120348,ESPN,13156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Adam Thielen,WR,NA,NA,NA,4.509154843,51.98613562,NA,NA,0.394402325,0,0,NA,0,NA,NA,NA,16460,ESPN,11938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
